date,department,bed_capacity,occupied_beds,available_beds,icu_capacity,icu_occupancy,doctors_allocated,nurses_allocated,equipment_utilization_pct,mri_usage,ct_usage,ventilator_available,daily_admissions
2025-09-26,Orthopedics,44,30,14,2,0,11,33,93.9,5,11,2,1
2025-09-26,General Medicine,76,67,9,5,0,18,55,79.9,8,17,5,6
2025-09-26,Neurology,36,29,7,5,0,11,24,91.2,11,0,5,2
2025-09-26,Pediatrics,42,28,14,6,2,12,33,80.2,2,6,4,2
2025-09-26,Oncology,40,30,10,3,1,12,30,79.3,3,10,2,0
2025-09-26,Surgery,52,36,16,8,4,17,43,69.1,0,14,4,1
2025-09-26,Maternity,46,28,18,4,0,14,32,74.2,4,3,4,1
2025-09-27,Emergency,58,58,0,8,1,21,50,99.2,9,30,7,5
2025-09-27,ICU,34,34,0,34,30,17,64,104.2,1,11,1,3
2025-09-27,Cardiology,48,40,8,10,3,13,43,77.7,6,12,7,2
2025-09-27,Orthopedics,44,30,14,2,0,11,29,75.8,8,8,2,1
2025-09-27,General Medicine,76,66,10,5,0,18,52,77.4,3,11,5,4
2025-09-27,Neurology,36,30,6,5,0,11,23,85.3,11,12,5,0
2025-09-27,Pediatrics,42,29,13,6,0,17,34,87.8,6,13,6,1
2025-09-27,Oncology,40,31,9,3,1,7,32,87.3,4,12,2,3
2025-09-27,Surgery,52,39,13,8,3,18,34,94.5,2,7,5,2
2025-09-27,Maternity,46,28,18,4,0,14,36,83.5,1,2,4,0
2025-09-28,Emergency,58,58,0,8,2,24,53,98.0,11,40,6,3
2025-09-28,ICU,34,32,2,34,30,24,65,97.5,4,17,1,0
2025-09-28,Cardiology,48,40,8,10,3,15,26,82.3,6,9,7,1
2025-09-28,Orthopedics,44,31,13,2,0,12,32,76.3,8,2,2,1
2025-09-28,General Medicine,76,66,10,5,2,18,54,74.4,5,14,3,4
2025-09-28,Neurology,36,30,6,5,0,12,24,80.3,13,7,5,2
2025-09-28,Pediatrics,42,30,12,6,1,13,34,82.6,1,6,5,3
2025-09-28,Oncology,40,28,12,3,0,11,26,82.0,0,0,3,1
2025-09-28,Surgery,52,44,8,8,0,18,39,88.6,4,16,8,1
2025-09-28,Maternity,46,33,13,4,0,12,36,84.6,1,7,4,1
2025-09-29,Emergency,58,58,0,8,1,23,51,94.1,8,32,7,3
2025-09-29,ICU,34,34,0,34,30,17,61,80.7,5,10,1,1
2025-09-29,Cardiology,48,38,10,10,0,14,39,83.7,5,11,10,2
2025-09-29,Orthopedics,44,30,14,2,0,12,30,69.0,5,5,2,1
2025-09-29,General Medicine,76,67,9,5,0,20,47,93.0,6,18,5,3
2025-09-29,Neurology,36,28,8,5,1,12,26,72.2,9,14,4,1
2025-09-29,Pediatrics,42,29,13,6,0,8,34,71.5,4,2,6,0
2025-09-29,Oncology,40,30,10,3,0,10,35,84.4,2,0,3,2
2025-09-29,Surgery,52,41,11,8,0,18,36,84.9,3,8,8,2
2025-09-29,Maternity,46,26,20,4,1,15,37,71.1,0,6,3,0
2025-09-30,Emergency,58,55,3,8,2,21,48,99.2,13,35,6,2
2025-09-30,ICU,34,34,0,34,30,17,66,96.2,4,15,1,2
2025-09-30,Cardiology,48,43,5,10,5,12,40,86.9,6,17,5,3
2025-09-30,Orthopedics,44,32,12,2,0,10,21,75.1,8,16,2,2
2025-09-30,General Medicine,76,68,8,5,2,19,51,96.0,5,15,3,5
2025-09-30,Neurology,36,28,8,5,1,13,29,87.4,11,5,4,2
2025-09-30,Pediatrics,42,28,14,6,0,18,39,77.4,2,8,6,1
2025-09-30,Oncology,40,28,12,3,0,10,34,88.8,4,9,3,1
2025-09-30,Surgery,52,42,10,8,1,19,44,92.6,7,13,7,2
2025-09-30,Maternity,46,30,16,4,3,14,33,84.8,0,3,1,1
2025-10-01,Emergency,58,58,0,8,2,20,55,92.5,11,34,6,5
2025-10-01,ICU,34,33,1,34,30,18,67,99.8,2,13,1,3
2025-10-01,Cardiology,48,38,10,10,2,15,41,86.5,5,5,8,2
2025-10-01,Orthopedics,44,31,13,2,0,11,28,82.5,5,12,2,2
2025-10-01,General Medicine,76,53,23,5,0,17,49,99.9,2,10,5,1
2025-10-01,Neurology,36,30,6,5,0,17,29,94.9,14,15,5,2
2025-10-01,Pediatrics,42,29,13,6,1,14,29,94.7,1,7,5,0
2025-10-01,Oncology,40,29,11,3,1,7,36,91.6,4,4,2,0
2025-10-01,Surgery,52,41,11,8,2,21,47,77.7,5,12,6,2
2025-10-01,Maternity,46,25,21,4,0,12,31,73.5,0,10,4,1
2025-10-02,Emergency,58,54,4,8,4,19,52,82.9,9,29,4,4
2025-10-02,ICU,34,32,2,34,30,17,57,85.4,6,7,1,1
2025-10-02,Cardiology,48,40,8,10,4,14,44,88.3,5,11,6,2
2025-10-02,Orthopedics,44,30,14,2,0,12,31,72.9,5,5,2,0
2025-10-02,General Medicine,76,59,17,5,0,16,51,81.6,4,10,5,3
2025-10-02,Neurology,36,30,6,5,1,14,27,85.7,10,17,4,1
2025-10-02,Pediatrics,42,31,11,6,1,11,31,84.1,0,11,5,2
2025-10-02,Oncology,40,29,11,3,0,10,31,,5,4,3,1
2025-10-02,Surgery,52,49,3,8,3,16,42,96.8,3,18,5,4
2025-10-02,Maternity,46,32,14,4,0,14,37,81.3,3,1,4,0
2025-10-03,Emergency,58,46,12,8,2,27,54,70.7,10,28,6,2
2025-10-03,ICU,34,33,1,34,31,15,65,98.4,5,11,0,1
2025-10-03,Cardiology,48,40,8,10,5,16,34,80.2,5,18,5,1
2025-10-03,Orthopedics,44,30,14,2,0,12,30,95.4,8,7,2,2
2025-10-03,General Medicine,76,64,12,5,1,21,54,76.5,1,14,4,3
2025-10-03,Neurology,36,27,9,5,0,10,20,78.4,9,4,5,1
2025-10-03,Pediatrics,42,31,11,6,0,10,36,75.8,0,2,6,4
2025-10-03,Oncology,40,28,12,3,0,11,26,80.5,3,8,3,2
2025-10-03,Surgery,52,41,11,8,1,17,46,82.6,0,11,7,1
2025-10-03,Maternity,46,28,18,4,0,11,34,72.8,3,8,4,1
2025-10-04,Emergency,58,56,2,8,3,21,53,84.6,13,34,5,1
2025-10-04,ICU,34,34,0,34,29,19,61,95.8,6,8,2,1
2025-10-04,Cardiology,48,37,11,10,1,15,42,98.6,5,15,9,4
2025-10-04,Orthopedics,44,34,10,2,1,12,25,82.2,9,8,1,1
2025-10-04,General Medicine,76,72,4,5,1,20,42,85.6,3,17,4,3
2025-10-04,Neurology,36,32,4,5,0,12,28,94.8,13,10,5,1
2025-10-04,Pediatrics,42,29,13,6,1,10,28,79.1,0,5,5,1
2025-10-04,Oncology,40,38,2,3,0,11,36,93.2,5,0,3,1
2025-10-04,Surgery,52,44,8,8,3,15,41,78.2,1,20,5,2
2025-10-04,Maternity,46,28,18,4,2,12,38,78.2,2,0,2,0
2025-10-05,Emergency,58,58,0,8,1,23,49,95.9,13,30,7,1
2025-10-05,ICU,34,34,0,34,28,21,65,99.9,2,14,3,1
2025-10-05,Cardiology,48,39,9,10,1,16,40,90.1,2,9,9,1
2025-10-05,Orthopedics,44,33,11,2,0,11,26,78.0,6,16,2,5
2025-10-05,General Medicine,76,71,5,5,2,20,57,96.7,4,19,3,4
2025-10-05,Neurology,36,29,7,5,1,11,28,98.6,9,10,4,2
2025-10-05,Pediatrics,42,35,7,6,2,11,33,91.3,2,4,4,4
2025-10-05,Oncology,40,30,10,3,0,8,22,77.3,1,2,3,1
2025-10-05,Surgery,52,39,13,8,2,21,39,77.2,2,14,6,0
2025-10-05,Maternity,46,33,13,4,1,14,28,,1,0,3,4
2025-10-06,Emergency,58,58,0,8,1,23,52,76.2,8,27,7,3
2025-10-06,ICU,34,34,0,34,30,18,74,71.1,5,16,1,2
2025-10-06,Cardiology,48,37,11,10,3,15,41,93.7,8,14,7,1
2025-10-06,Orthopedics,44,33,11,2,1,11,33,95.1,3,14,1,3
2025-10-06,General Medicine,76,59,17,5,0,18,52,92.9,4,15,5,2
2025-10-06,Neurology,36,29,7,5,0,11,30,101.0,9,12,5,2
2025-10-06,Pediatrics,42,24,18,6,0,10,28,81.4,1,8,6,1
2025-10-06,Oncology,40,31,9,3,0,12,31,88.3,5,8,3,0
2025-10-06,Surgery,52,39,13,8,5,19,47,93.5,5,14,3,0
2025-10-06,Maternity,46,30,16,4,0,15,30,86.7,2,7,4,0
2025-10-07,Emergency,58,56,2,8,3,18,67,89.8,10,33,5,4
2025-10-07,ICU,34,31,3,34,31,18,69,87.5,6,12,0,1
2025-10-07,Cardiology,48,33,15,10,3,14,38,73.2,8,12,7,3
2025-10-07,Orthopedics,44,28,16,2,1,10,24,69.7,6,4,1,1
2025-10-07,General Medicine,76,68,8,5,0,22,50,95.2,5,18,5,3
2025-10-07,Neurology,36,28,8,5,0,11,24,85.2,8,7,5,1
2025-10-07,Pediatrics,42,32,10,6,0,13,34,98.5,5,10,6,2
2025-10-07,Oncology,40,34,6,3,0,12,30,80.6,0,8,3,2
2025-10-07,Surgery,52,41,11,8,2,19,46,86.8,6,10,6,1
2025-10-07,Maternity,46,28,18,4,0,13,37,71.9,0,0,4,1
2025-10-08,Emergency,58,56,2,8,1,24,54,88.2,9,31,7,3
2025-10-08,ICU,34,31,3,34,31,17,62,81.4,3,19,0,2
2025-10-08,Cardiology,48,41,7,10,3,13,35,88.0,4,14,7,4
2025-10-08,Orthopedics,44,29,15,2,0,10,28,81.6,4,9,2,1
2025-10-08,General Medicine,76,75,1,5,0,19,57,95.0,8,9,5,2
2025-10-08,Neurology,36,27,9,5,1,10,21,79.8,7,9,4,0
2025-10-08,Pediatrics,42,26,16,6,1,11,36,83.9,0,12,5,1
2025-10-08,Oncology,40,25,15,3,2,9,29,73.5,3,4,1,0
2025-10-08,Surgery,52,38,14,8,4,14,37,79.0,0,11,4,0
2025-10-08,Maternity,46,29,17,4,0,12,31,93.6,0,0,4,0
2025-10-09,Emergency,58,58,0,8,2,22,55,89.3,12,29,6,1
2025-10-09,ICU,34,33,1,34,31,19,70,91.1,4,6,0,1
2025-10-09,Cardiology,48,37,11,10,1,14,37,76.6,2,12,9,3
2025-10-09,Orthopedics,44,27,17,2,1,12,31,82.6,5,9,1,1
2025-10-09,General Medicine,76,63,13,5,1,19,56,87.8,4,20,4,5
2025-10-09,Neurology,36,32,4,5,0,9,28,81.3,12,11,5,3
2025-10-09,Pediatrics,42,30,12,6,2,13,26,76.6,3,6,4,1
2025-10-09,Oncology,40,28,12,3,2,9,26,82.9,2,7,1,0
2025-10-09,Surgery,52,42,10,8,2,15,44,91.1,0,11,6,3
2025-10-09,Maternity,46,25,21,4,0,10,32,81.7,0,4,4,1
2025-10-10,Emergency,58,55,3,8,2,21,58,107.6,10,30,6,2
2025-10-10,ICU,34,28,6,34,31,19,69,72.6,3,11,0,1
2025-10-10,Cardiology,48,33,15,10,4,13,34,82.8,6,14,6,1
2025-10-10,Orthopedics,44,34,10,2,1,13,26,69.5,10,7,1,1
2025-10-10,General Medicine,76,57,19,5,1,17,48,80.1,6,13,4,4
2025-10-10,Neurology,36,23,13,5,1,11,33,93.4,8,9,4,0
2025-10-10,Pediatrics,42,28,14,6,4,12,28,88.3,2,0,2,2
2025-10-10,Oncology,40,29,11,3,0,11,33,74.9,5,7,3,1
2025-10-10,Surgery,52,40,12,8,4,18,47,90.8,6,14,4,2
2025-10-10,Maternity,46,30,16,4,0,13,39,97.5,2,1,4,2
2025-10-11,Emergency,58,58,0,8,2,17,58,90.3,13,34,6,4
2025-10-11,ICU,34,34,0,34,30,19,61,97.2,6,5,1,0
2025-10-11,Cardiology,48,35,13,10,4,15,37,,6,19,6,1
2025-10-11,Orthopedics,44,30,14,2,0,14,32,83.0,7,0,2,4
2025-10-11,General Medicine,76,75,1,5,0,23,45,86.9,5,21,5,4
2025-10-11,Neurology,36,32,4,5,0,10,32,86.4,13,15,5,1
2025-10-11,Pediatrics,42,24,18,6,0,12,35,85.0,7,5,6,1
2025-10-11,Oncology,40,28,12,3,1,11,33,82.5,3,0,2,1
2025-10-11,Surgery,52,45,7,8,2,21,43,84.4,1,12,6,0
2025-10-11,Maternity,46,34,12,4,1,13,37,71.9,3,4,3,2
2025-10-12,Emergency,58,57,1,8,1,17,52,95.7,12,38,7,2
2025-10-12,ICU,34,34,0,34,30,17,64,79.8,4,11,1,0
2025-10-12,Cardiology,48,40,8,10,2,15,36,103.3,6,9,8,1
2025-10-12,Orthopedics,44,31,13,2,0,13,34,92.1,7,8,2,2
2025-10-12,General Medicine,76,65,11,5,0,20,54,88.2,1,11,5,1
2025-10-12,Neurology,36,29,7,5,1,12,21,77.8,13,12,4,0
2025-10-12,Pediatrics,42,27,15,6,0,13,34,68.6,0,9,6,1
2025-10-12,Oncology,40,29,11,3,0,13,30,85.1,5,4,3,1
2025-10-12,Surgery,52,43,9,8,4,19,43,84.0,2,10,4,0
2025-10-12,Maternity,46,29,17,4,2,12,34,80.8,5,0,2,0
2025-10-13,Emergency,58,58,0,8,2,21,43,90.6,6,34,6,4
2025-10-13,ICU,34,34,0,34,30,19,62,96.8,5,13,1,1
2025-10-13,Cardiology,48,36,12,10,2,15,42,84.6,8,8,8,3
2025-10-13,Orthopedics,44,33,11,2,0,13,35,71.9,9,10,2,2
2025-10-13,General Medicine,76,58,18,5,0,20,53,85.8,5,10,5,1
2025-10-13,Neurology,36,29,7,5,3,11,28,67.7,11,10,2,1
2025-10-13,Pediatrics,42,24,18,6,0,13,26,72.7,4,12,6,1
2025-10-13,Oncology,40,33,7,3,0,9,19,95.9,5,8,3,1
2025-10-13,Surgery,52,40,12,8,2,17,39,79.4,7,6,6,1
2025-10-13,Maternity,46,29,17,4,2,16,41,84.1,0,3,2,1
2025-10-14,Emergency,58,55,3,8,1,23,59,98.8,9,32,7,6
2025-10-14,ICU,34,33,1,34,31,22,64,101.6,1,13,0,4
2025-10-14,Cardiology,48,33,15,10,2,10,42,97.8,5,10,8,1
2025-10-14,Orthopedics,44,36,8,2,1,9,30,90.3,10,3,1,5
2025-10-14,General Medicine,76,64,12,5,0,21,44,88.5,5,14,5,0
2025-10-14,Neurology,36,30,6,5,1,11,28,92.7,9,11,4,2
2025-10-14,Pediatrics,42,31,11,6,4,12,28,88.6,4,7,2,4
2025-10-14,Oncology,40,32,8,3,1,14,32,77.1,5,4,2,2
2025-10-14,Surgery,52,42,10,8,1,12,46,72.5,2,13,7,0
2025-10-14,Maternity,46,32,14,4,0,14,35,83.7,3,0,4,1
2025-10-15,Emergency,58,54,4,8,1,25,56,87.6,9,32,7,5
2025-10-15,ICU,34,34,0,34,30,15,61,90.9,4,19,1,3
2025-10-15,Cardiology,48,39,9,10,0,16,39,75.6,7,12,10,3
2025-10-15,Orthopedics,44,27,17,2,0,10,29,75.2,8,5,2,1
2025-10-15,General Medicine,76,70,6,5,0,17,49,106.4,5,13,5,4
2025-10-15,Neurology,36,30,6,5,2,15,29,85.9,10,8,3,0
2025-10-15,Pediatrics,42,30,12,6,0,11,32,81.5,1,5,6,5
2025-10-15,Oncology,40,33,7,3,0,12,30,80.2,4,8,3,2
2025-10-15,Surgery,52,46,6,8,2,17,35,98.9,3,11,6,1
2025-10-15,Maternity,46,27,19,4,0,15,37,71.9,0,4,4,0
2025-10-16,Emergency,58,49,9,8,3,20,57,101.8,10,33,5,4
2025-10-16,ICU,34,30,4,34,29,19,61,94.3,1,11,2,1
2025-10-16,Cardiology,48,38,10,10,2,17,38,94.3,2,9,8,2
2025-10-16,Orthopedics,44,37,7,2,0,13,33,82.6,8,14,2,2
2025-10-16,General Medicine,76,67,9,5,0,23,52,90.5,3,14,5,3
2025-10-16,Neurology,36,34,2,5,0,11,20,85.7,9,18,5,3
2025-10-16,Pediatrics,42,27,15,6,1,12,38,63.7,1,3,5,3
2025-10-16,Oncology,40,34,6,3,1,10,33,67.1,6,13,2,0
2025-10-16,Surgery,52,41,11,8,1,19,39,84.1,6,11,7,0
2025-10-16,Maternity,46,25,21,4,1,11,42,77.1,0,7,3,2
2025-10-17,Emergency,58,53,5,8,4,22,56,89.4,12,29,4,3
2025-10-17,ICU,34,31,3,34,31,18,71,96.9,4,16,0,1
2025-10-17,Cardiology,48,35,13,10,3,14,37,79.6,7,9,7,2
2025-10-17,Orthopedics,44,32,12,2,0,12,27,79.5,4,9,2,1
2025-10-17,General Medicine,76,62,14,5,1,21,58,92.1,1,18,4,4
2025-10-17,Neurology,36,29,7,5,1,11,33,90.2,9,11,4,0
2025-10-17,Pediatrics,42,28,14,6,2,10,36,90.3,3,4,4,2
2025-10-17,Oncology,40,29,11,3,0,10,31,87.7,3,6,3,1
2025-10-17,Surgery,52,42,10,8,3,17,38,97.1,4,12,5,2
2025-10-17,Maternity,46,25,21,4,1,15,41,73.0,1,0,3,0
2025-10-18,Emergency,58,58,0,8,2,20,56,85.7,8,35,6,2
2025-10-18,ICU,34,34,0,34,32,17,62,85.7,2,13,0,0
2025-10-18,Cardiology,48,41,7,10,2,17,32,92.3,2,13,8,0
2025-10-18,Orthopedics,44,31,13,2,1,13,33,77.1,7,7,1,2
2025-10-18,General Medicine,76,71,5,5,1,18,53,95.9,4,17,4,3
2025-10-18,Neurology,36,32,4,5,0,12,21,73.6,13,14,5,1
2025-10-18,Pediatrics,42,26,16,6,0,10,34,74.9,4,3,6,1
2025-10-18,Oncology,40,31,9,3,1,10,31,80.0,2,11,2,0
2025-10-18,Surgery,52,43,9,8,2,17,38,85.9,4,13,6,2
2025-10-18,Maternity,46,32,14,4,1,16,37,71.8,0,3,3,0
2025-10-19,Emergency,58,58,0,8,1,18,49,91.1,8,29,7,2
2025-10-19,ICU,34,34,0,34,30,17,62,84.1,3,21,1,2
2025-10-19,Cardiology,48,41,7,10,2,15,39,74.9,8,11,8,2
2025-10-19,Orthopedics,44,28,16,2,0,7,23,86.1,5,9,2,0
2025-10-19,General Medicine,76,68,8,5,1,19,46,92.3,9,13,4,2
2025-10-19,Neurology,36,30,6,5,0,10,31,60.7,7,16,5,0
2025-10-19,Pediatrics,42,27,15,6,3,11,27,64.6,3,7,3,2
2025-10-19,Oncology,40,28,12,3,0,10,30,62.7,5,1,3,1
2025-10-19,Surgery,52,44,8,8,2,18,42,88.1,4,7,6,3
2025-10-19,Maternity,46,27,19,4,0,14,29,74.8,0,0,4,0
2025-10-20,Emergency,58,49,9,8,0,21,57,79.5,6,21,8,0
2025-10-20,ICU,34,29,5,34,32,18,63,83.2,5,9,0,0
2025-10-20,Cardiology,48,34,14,10,3,18,35,92.9,1,18,7,2
2025-10-20,Orthopedics,44,33,11,2,0,8,30,98.4,6,6,2,2
2025-10-20,General Medicine,76,67,9,5,0,22,52,87.0,5,15,5,5
2025-10-20,Neurology,36,34,2,5,1,12,29,106.6,13,14,4,3
2025-10-20,Pediatrics,42,32,10,6,2,16,31,80.4,1,2,4,2
2025-10-20,Oncology,40,28,12,3,1,14,23,78.0,2,9,2,0
2025-10-20,Surgery,52,40,12,8,3,16,37,75.5,2,9,5,1
2025-10-20,Maternity,46,29,17,4,2,13,36,82.1,4,5,2,1
2025-10-21,Emergency,58,55,3,8,0,23,54,93.5,6,28,8,4
2025-10-21,ICU,34,34,0,34,30,22,57,97.0,3,11,1,3
2025-10-21,Cardiology,48,35,13,10,4,16,37,71.5,5,6,6,0
2025-10-21,Orthopedics,44,32,12,2,3,16,30,80.3,3,0,0,0
2025-10-21,General Medicine,76,64,12,5,0,20,50,76.6,2,14,5,6
2025-10-21,Neurology,36,28,8,5,0,10,30,85.0,9,12,5,0
2025-10-21,Pediatrics,42,30,12,6,1,13,38,93.5,1,6,5,1
2025-10-21,Oncology,40,31,9,3,0,15,27,90.9,4,5,3,2
2025-10-21,Surgery,52,44,8,8,1,17,41,83.0,7,12,7,3
2025-10-21,Maternity,46,31,15,4,0,13,34,85.0,2,3,4,1
2025-10-22,Emergency,58,56,2,8,2,26,57,93.6,10,38,6,3
2025-10-22,ICU,34,33,1,34,32,19,58,86.4,6,12,0,0
2025-10-22,Cardiology,48,41,7,10,5,12,33,95.0,9,10,5,0
2025-10-22,Orthopedics,44,28,16,2,0,12,28,94.5,8,12,2,1
2025-10-22,General Medicine,76,64,12,5,2,21,55,76.3,1,10,3,4
2025-10-22,Neurology,36,30,6,5,3,14,31,102.6,11,14,2,1
2025-10-22,Pediatrics,42,29,13,6,0,12,38,75.8,2,6,6,1
2025-10-22,Oncology,40,33,7,3,2,12,37,85.0,2,0,1,2
2025-10-22,Surgery,52,39,13,8,2,17,38,71.9,3,14,6,2
2025-10-22,Maternity,46,29,17,4,2,17,30,62.3,1,6,2,0
2025-10-23,Emergency,58,51,7,8,2,21,58,80.7,9,26,6,0
2025-10-23,ICU,34,34,0,34,31,18,62,90.5,4,13,0,2
2025-10-23,Cardiology,48,37,11,10,4,12,41,90.2,3,2,6,3
2025-10-23,Orthopedics,44,28,16,2,1,9,32,74.9,7,1,1,2
2025-10-23,General Medicine,76,55,21,5,0,18,52,90.1,3,11,5,1
2025-10-23,Neurology,36,31,5,5,0,15,27,105.1,11,18,5,4
2025-10-23,Pediatrics,42,25,17,6,1,13,43,81.6,3,1,5,1
2025-10-23,Oncology,40,27,13,3,0,11,38,74.2,3,9,3,2
2025-10-23,Surgery,52,40,12,8,3,17,38,86.1,3,16,5,2
2025-10-23,Maternity,46,29,17,4,3,15,40,75.2,2,4,1,2
2025-10-24,Emergency,58,51,7,8,2,21,54,70.7,11,28,6,2
2025-10-24,ICU,34,34,0,34,30,19,62,88.9,0,18,1,2
2025-10-24,Cardiology,48,40,8,10,2,11,41,79.2,6,10,8,2
2025-10-24,Orthopedics,44,30,14,2,0,13,34,82.0,9,9,2,1
2025-10-24,General Medicine,76,63,13,5,2,23,50,91.7,4,8,3,2
2025-10-24,Neurology,36,26,10,5,1,9,28,81.1,9,4,4,0
2025-10-24,Pediatrics,42,27,15,6,2,12,29,72.2,3,5,4,1
2025-10-24,Oncology,40,35,5,3,0,11,23,89.6,3,11,3,1
2025-10-24,Surgery,52,38,14,8,4,15,42,86.5,4,12,4,2
2025-10-24,Maternity,46,29,17,4,0,10,34,80.5,0,4,4,0
2025-10-25,Emergency,58,58,0,8,3,22,55,75.1,12,35,5,4
2025-10-25,ICU,34,33,1,34,32,12,63,93.3,6,15,0,1
2025-10-25,Cardiology,48,38,10,10,4,14,33,107.3,7,22,6,1
2025-10-25,Orthopedics,44,32,12,2,0,11,29,91.6,10,8,2,1
2025-10-25,General Medicine,76,63,13,5,0,16,51,90.4,3,14,5,1
2025-10-25,Neurology,36,29,7,5,0,12,26,82.1,10,6,5,1
2025-10-25,Pediatrics,42,31,11,6,0,10,37,79.4,0,15,6,3
2025-10-25,Oncology,40,30,10,3,1,10,29,90.9,4,7,2,1
2025-10-25,Surgery,52,40,12,8,3,17,45,85.5,5,12,5,2
2025-10-25,Maternity,46,32,14,4,1,16,45,80.2,5,7,3,0
2025-10-26,Emergency,58,58,0,8,3,24,58,97.1,10,39,5,3
2025-10-26,ICU,34,31,3,34,30,21,68,105.5,8,4,1,1
2025-10-26,Cardiology,48,38,10,10,5,15,43,82.6,7,13,5,0
2025-10-26,Orthopedics,44,31,13,2,0,14,33,85.0,8,6,2,1
2025-10-26,General Medicine,76,68,8,5,1,19,47,96.8,0,15,4,2
2025-10-26,Neurology,36,29,7,5,0,13,27,82.4,10,10,5,1
2025-10-26,Pediatrics,42,29,13,6,0,16,28,77.9,3,9,6,0
2025-10-26,Oncology,40,34,6,3,0,8,32,101.5,4,6,3,1
2025-10-26,Surgery,52,45,7,8,4,18,44,98.0,0,15,4,4
2025-10-26,Maternity,46,26,20,4,0,11,39,88.5,0,9,4,0
2025-10-27,Emergency,58,50,8,8,2,23,50,81.5,6,23,6,1
2025-10-27,ICU,34,34,0,34,31,18,67,87.8,3,10,0,2
2025-10-27,Cardiology,48,40,8,10,2,13,32,97.7,5,13,8,2
2025-10-27,Orthopedics,44,30,14,2,0,13,34,81.0,8,12,2,2
2025-10-27,General Medicine,76,65,11,5,1,18,50,85.2,4,20,4,5
2025-10-27,Neurology,36,31,5,5,0,13,23,83.5,9,10,5,0
2025-10-27,Pediatrics,42,25,17,6,0,14,35,79.6,3,1,6,1
2025-10-27,Oncology,40,29,11,3,0,12,26,82.2,0,8,3,0
2025-10-27,Surgery,52,39,13,8,2,14,42,73.7,4,6,6,1
2025-10-27,Maternity,46,26,20,4,2,13,33,79.9,0,0,2,0
2025-10-28,Emergency,58,53,5,8,2,21,54,80.0,8,33,6,2
2025-10-28,ICU,34,30,4,34,32,18,61,86.7,6,10,0,1
2025-10-28,Cardiology,48,36,12,10,4,13,40,83.1,0,4,6,0
2025-10-28,Orthopedics,44,28,16,2,1,11,25,76.7,5,13,1,1
2025-10-28,General Medicine,76,58,18,5,1,20,51,93.1,4,6,4,0
2025-10-28,Neurology,36,28,8,5,0,13,28,75.9,7,9,5,1
2025-10-28,Pediatrics,42,28,14,6,0,11,35,77.4,0,0,6,1
2025-10-28,Oncology,40,29,11,3,0,11,24,89.2,6,3,3,1
2025-10-28,Surgery,52,41,11,8,3,15,42,90.9,2,8,5,2
2025-10-28,Maternity,46,27,19,4,0,14,33,81.1,1,5,4,1
2025-10-29,Emergency,58,54,4,8,2,18,60,109.3,9,32,6,3
2025-10-29,ICU,34,32,2,34,30,17,63,87.3,2,16,1,1
2025-10-29,Cardiology,48,34,14,10,3,12,35,79.9,4,8,7,3
2025-10-29,Orthopedics,44,36,8,2,0,12,26,107.3,9,13,2,5
2025-10-29,General Medicine,76,55,21,5,0,17,57,84.4,6,12,5,2
2025-10-29,Neurology,36,31,5,5,1,13,29,79.1,13,15,4,2
2025-10-29,Pediatrics,42,26,16,6,0,11,37,84.2,4,8,6,2
2025-10-29,Oncology,40,30,10,3,0,10,26,87.8,4,5,3,1
2025-10-29,Surgery,52,43,9,8,2,19,42,92.7,1,17,6,1
2025-10-29,Maternity,46,27,19,4,0,13,37,78.5,4,0,4,0
2025-10-30,Emergency,58,58,0,8,2,20,55,88.9,11,31,6,4
2025-10-30,ICU,34,31,3,34,30,13,66,78.3,2,10,1,1
2025-10-30,Cardiology,48,36,12,10,1,17,36,94.4,7,13,9,1
2025-10-30,Orthopedics,44,33,11,2,1,13,34,93.0,7,0,1,0
2025-10-30,General Medicine,76,65,11,5,1,19,47,91.0,5,15,4,4
2025-10-30,Neurology,36,28,8,5,0,11,22,98.4,10,10,5,1
2025-10-30,Pediatrics,42,30,12,6,1,11,34,82.4,1,13,5,0
2025-10-30,Oncology,40,30,10,3,1,10,32,85.2,5,3,2,0
2025-10-30,Surgery,52,39,13,8,4,18,46,88.9,0,15,4,0
2025-10-30,Maternity,46,32,14,4,2,17,35,93.2,1,0,2,1
2025-10-31,Emergency,58,51,7,8,2,19,52,90.7,5,22,6,2
2025-10-31,ICU,34,32,2,34,29,19,61,78.3,5,12,2,0
2025-10-31,Cardiology,48,40,8,10,1,15,41,85.0,5,18,9,1
2025-10-31,Orthopedics,44,33,11,2,0,11,30,100.8,9,16,2,3
2025-10-31,General Medicine,76,68,8,5,2,19,53,95.0,4,15,3,3
2025-10-31,Neurology,36,30,6,5,1,13,30,96.2,10,10,4,2
2025-10-31,Pediatrics,42,32,10,6,3,12,35,83.1,4,3,3,0
2025-10-31,Oncology,40,29,11,3,0,8,26,86.9,2,1,3,1
2025-10-31,Surgery,52,46,6,8,3,16,40,100.8,6,17,5,3
2025-10-31,Maternity,46,30,16,4,2,16,36,75.1,3,2,2,1
2025-11-01,Emergency,58,52,6,8,2,21,54,87.1,11,32,6,2
2025-11-01,ICU,34,32,2,34,29,18,59,88.1,2,15,2,2
2025-11-01,Cardiology,48,34,14,10,3,14,38,67.9,1,13,7,1
2025-11-01,Orthopedics,44,28,16,2,0,10,27,82.3,7,3,2,0
